,,CP Cost,Name,Jumpdoc,Chapter,Description
,,400,Projection Sorcery,Jujutsu Kaisen,Modus,"A rather complex ability, you’re capable of using Projection Sorcery. Similar to how a standard animation runs at 24 frames per second, upon activating this technique you divide the next second into 24 ‘frames’ using your field of view as the ‘camera’ these frames are filmed from – in other words, you decide on a series of 24 predetermined actions you’ll take in that second, then carry them out without deviating from them. Notably, however, these predetermined actions can defy the laws of physics and trajectories to an extent, allowing you to act in excess of your usual physical abilities. While you won’t be any stronger or tougher, you can use this to become far faster and more agile, potentially moving with such speeds that even special grade cursed spirits can’t follow your movements, and allowing you to become one of the very fastest around.

This technique can also be used offensively, too – while under the effects of Projection Sorcery, anything you touch is forced to operate under the same 24 FPS rule as you. If they violate this rule, they become trapped within a 2D animation frame where they last stood for one second. In this state, they’re completely immobile and unable to defend themselves, though any attack on them will free them from it.

There are several weaknesses to Projection Sorcery. The first is that the user cannot excessively violate the laws of physics and trajectories when using this technique – doing so will end with them being trapped within an animation frame for a second. There is also an upper limit to how much one can accelerate when activating the cursed technique, but this can be mitigated by keeping Projection Sorcery active, allowing speed to continuously build. In addition, as mentioned before the movements taken must be decided in advance, and cannot be adjusted if circumstances happen to change in that second."
,,400,Blood Manipulation ,Jujutsu Kaisen,Modus,"You’re able to use cursed energy to control your own blood with great versatility. For example, using the extension technique known as Flowing Red Scale, a user is capable of adjusting their body temperature, pulse rate, red blood cell count, and the composition of their blood in order to vastly increase their physical abilities, enough to disappear from someone’s sight in the blink of an eye. The blood outside of your body can be controlled too, such as by coating an arrow in it to let you change its trajectory in mid-flight. As such, Blood Manipulation is more than capable of being used at all ranges. 

Of course, there are also more directly offensive uses of Blood Manipulation. Forming a net out of one’s blood to restrain an opponent, creating spinning disc-shaped projectiles to slice others apart from afar, producing shields of blood to protect yourself from blows, or shaping blood into a knife and rotating it at high speeds to enhance its cutting ability are all possible uses. The most potent, however, is likely Piercing Blood: by condensing one’s blood as much as possible until it becomes a tiny bead then clapping it between one’s hands, the user can fire their blood in a straight line at velocities exceeding the speed of sound.

Despite its power and versatility, the greatest weakness of Blood Manipulation lies in its medium. To counteract the blood loss this technique incurs, users often carry around blood packs or prepare blood-coated weapons in advance. With great skill, users can recycle any blood they use and bring it back into their body, though this expends a lot of energy."
,,400,Healer ,Jujutsu Kaisen,Modus,"Cursed energy is capable of great many things, but it does have its limitations. As an innately negative form of energy, it is impossible to use it to heal oneself or others in its base form, for instance. Yet there is a way around this: a method known as reverse cursed technique. By multiplying cursed energy against itself, it instead becomes a ‘positive’ form of energy, and thus can be used to heal. While this sounds simple, it’s a rather complex thing in practice, with many talented sorcerers being unable to grasp the process.

You, however, don’t struggle with this at all, being a true master of reverse cursed technique. The most obvious benefit this gives you is the ability to heal yourself as well as others through physical contact. Though you may leave some scars behind for more serious wounds, with this you’re capable of healing anything from cuts and bruises to slit throats and missing limbs. The more severe the injury and the faster you wish to heal it, however, the more energy will be required, and there are certain things that are more difficult to cure. Poisons, for example, take a lot of concentrated effort to neutralise, and damage to the soul cannot be healed at all.

This is only one use of reverse cursed technique, though: significantly, it can also be used in conjunction with one’s cursed technique. By powering one’s cursed technique using the positive energy generated through reverse cursed technique, its effect becomes reversed. A technique that pulled people closer would be made to repel them, while one that weakened gravity in an area would amplify it instead. While any user of reverse cursed technique would be able to use this, purchasing this perk allows you to apply this reversal of effects to any other supernatural powers you may possess."
,,400,Strange Energy,Jujutsu Kaisen,Modus,"For most sorcerers, cursed energy on its own isn’t anything particularly special – it’s just the thing they use to enhance their physical abilities and fuel their cursed techniques. A very rare few, however, are born with energy that possesses unusual traits, unique to the individual. While not inherently more powerful, these properties are difficult for normal sorcerers to deal with, making it a potentially significant advantage in combat depending on how it is used.

Now, your energy, too, has something rather unusual about it, a trait that sets it apart from the norm. This can be almost anything: perhaps your energy has an edge to it, allowing it to cut even when using bludgeoning attacks and being significantly more painful to get hit by than normal. Or maybe it has the properties of electricity, allowing you to shock your opponents with your blows, or perhaps even creating arcs of lightning with enough practice and control. While this doesn’t make your cursed energy directly stronger, it’s worth noting that reinforcing one’s body with cursed energy, the usual means of protecting against cursed energy-based attacks, is far less effective against defending against these traits than it is normal energy. Furthermore, you also gain a high level of resistance to whatever your trait may be: the aforementioned cursed energy with electrical properties would allow its user to shrug off lightning bolts without much issue, for example."
,,400,Premium Hearts,Final Fantasy VII,Modus,"Humans are capable of some pretty crazy things in this world, even without the help of genetic enhancements or Materia. A skilled enough martial artist could stand their ground against a genetically enhanced superhuman and stand a decent chance of winning, should they stay on their toes. You have taken this to heart and have focused purely on your physical strength and speed, letting you punch much harder and do death-defying acrobatics on reflex. These abilities will grow with you and you start off a master of a self-made (or taught) martial arts style that complements your chosen fighting style in Still More Fighting as well as giving you skill in wielding magic in tandem with your martial arts almost seamlessly. Just be warned: While you're definitely a lot stronger and more skilled with your fists like this, you're not really much more durable. If you were physically frail beforehand, you will still be fairly easy to knock out from a well-placed attack from the aforementioned superhuman. 

How does this make you stronger but not much tougher? Don't worry about it."
,,400,Adopted Persona,Final Fantasy VII,Modus,"It's no secret people look up to their heroes, or even their friends. Sometimes you wish you could be as skilled as them in a particular area or even become them, if your sense of identity were so badly wounded. For better or worse you have taken this idea to heart, for when you become close to someone or work with an individual for a long period of time, your mind will subtly pick up on their mannerisms and abilities. Being a close friend to a skilled swordsman would let you learn how to wield a blade in the same style several times as quickly, eventually being able to wield their signature weapon with the same amount of ease. You might even take on some aspects of their personality, such as their confidence or even their identity, doing a convincing imitation of who or what you see them as.

Note that you can't learn abilities from this chosen idol if you lacked the capability for it in the first place, it has to be something you can be taught or learn yourself. You will only ever take as many aspects from them as you desire, so if you just want to learn their skills without changing your personality any, that works fine. You may only have one 'idol' to learn from at a time, but you retain whatever you learn from previous ones. Imitation is the sincerest form of flattery, isn't it?"
,,400,Daybreak and Nightfall ,Legends of Runeterra,Modus,"The Solari are the most powerful faction on Mount Targon, while the Lunari are considered an heretic sect. They receive power from sunlight and moonlight respectively, being empowered while their respective light shine brighter. Of course, you know full well that the light of the Moon is nothing more than the reflected light of the Sun , so the power the Solari and Lunari worship are one and the same. So, not only you’re empowered both by sunlight and moonlight, but all your Perks that interact with Sun and Moon now can use them interchangeably. You’re at your full power only at noon? Full moon will do the trick. You’re a werewolf? Enjoy the daylight enhancing your bestial power."
,,400,Void Influence,Legends of Runeterra,Modus,"The war with Icathia had terrible consequences, like the Darkin War, but for the people of Shurima, the presence of the Void is the worst one. Its insidious presence seeps under the sand, letting monsters both small and big to reach Runeterra. You now possess a part of the power of the Void. How exactly you wield it it’s a your discretion. Maybe you can generate violet blades that eat magic, or emit a powerful beam capable of suppressing the mind of your opponent, or maybe you simply command hordes of lesser Voidling to do your bidding. You just have one of these powers, but with time you could develop more."
,,400,It’s in the Blood ,Fairy Fencer F,Modus,Fascinating. The blood of the Vile God has matured within you. Nurtured by your inner darkness. The most basic gift is a staggering increase in the Dark Attribute. Except that barely scratches the surface. Your blood is alive with the power of a Dark Divine. This increases all of your stats by a substantial amount the more you give into the Darkness. Those with weaker minds can be easily bent to your will either through honeyed words or force. However this will take practice.
,,400,Unique Ability,Fairy Fencer F,Modus,"It has been said that Fencers possess other gifts besides what’s given by their Fairy partners. Every Fencer has a special talent that is theirs alone. Whether it be to go full Shonen and grow stronger, gain a powerful barrier, analyze the strengths/weaknesses of others, or even terrify enemies into dying instantly. Now you have an ability that is unique to you and you alone. Please fanwank responsibly. (Excludes alternate forms)"
,,400,Magic,Inheritance Cycle,Modus,"You can wield the powers of Magic, granting you the dual powers of psychic combat and semantic mysticism. By speaking ""The Ancient Language"" you can cause changes to happen in the world, conforming to the words you state. This power is fueled by your physical energy however, and to do something with magic takes as much energy as doing it via the mundane method, it simply happens faster or more conveniently. At first you must spell out exactly what you want to happen, but as you grow more experienced with Magic you can do more with smaller sentences. You must still find someone to learn from if you wish to expand your vocabulary beyond the basics."
,,400,Saint or Sinner,Fate/Legends - Servant Universe,Modus,"Blessed by the Heavens above, you’ve become a Saintly Saber. Holy power is infused into your very being, granting a powerful attribute of such to any attacks you make. It gives access to all kinds of religious abilities, from healing with a touch to the production of sacred relics and warding against evil beings. Though many of the powers can seem moderately useful on their own, one stands above the rest. The Revelations sent from the Heavens to you act as a guidance to your goals, giving you a general idea of what the best path to take to achieve what you want will be. Though details are usually light and it places heavy emphasis on you succeeding in the tasks you undertake, it lets you grasp victory even when knowing almost nothing of the overall situation. Some might even say it’s a terrible way to excuse a Saint winning a war they had no right to, so they could hand the victory to an idiot hero.

Alternatively, a darker path can be taken. Instead of the holiness of a Saint, you can spit on Heavens offer and become a fallen paladin. Though you lose access to the Revelations, your other abilities will invert to an unholy theme. Where the Saint heals, you harm. Cursed tools are easy to produce and the kind or naive can easily be lured with your magics. Rather than the blind faith of a Revelation, you instead gain power over all Dragons. Able to command any dragonkind you encounter, provided they are not significantly beyond your power, quickly gathering armies of wyverns if enough of the race are present. 

Sabers like this are...fairly self-explanatory. The Saints act like Saints and the Sinners act like Sinners. The degree to which they fit can vary. Sometimes a Saintly Saber can be much scarier than the worst Sinner and sometimes the Sinning Sabers can reveal a rather embarrassing fascination with all things Japanese, contrary to their supposed dark villainy. "
,,400,Riding EX,Fate/Legends - Servant Universe,Modus,"Truth can only be obtained from focus. Discard all other distractions. Motorbikes? Too slow. Horsies? Too smelly. Feet? Too landbound. Only a spaceship can take you where you need to go. Though some Sabers may lay claim to the skill of Riding, your version applies to only one kind of vehicle. You’ve mastered the spacelanes like no other before, able to push space-ships of any kind to outright impossible feats. Getting a cruiser to run twice as fast is just a matter of taking the wheel yourself. When you really put the effort in, you can make spaceships enter warp speed even if they don’t actually have a warp drive. The more of a heap of flying junk the ship is, the crazier you’ll be able to get with your Riding too.

If you want, you can also change this from ‘spaceships’ into another specific class of thing that you can Ride. Bikes, cars, horses, people, so on. The same rules will apply, with your impossible skills getting more so as your mount gets crappier."
,,400,A Saber is a Saber,Fate/Legends - Servant Universe,Modus,"The art to wielding the blade. Most Sabers are at least competent in some sort of sword fighting or other knightly martial art and thankfully, you’re now no different. From the years of training as squire to a Knight, a life as a marauding bandit or some other profession, you’ve become a fairly deadly combatant. Where your skills come from largely direct what your skills actually do. A knight might be good with sword and lance and horseback riding, whereas a bandit performs better with axe and dagger and guerrilla tactics. 

For 400,000 points instead, you can upgrade your talents to the level of proper mastery. Not only are you a peerless example of your way of battle in mundane terms, you’ve become able to perform supernatural feats resulting from pure skill. Often, this just means slicing harder and faster and sharper than you have any physical right too but sometimes it can manifest in magical spell-like effects. A Samurai might learn to leap almost outside of reality itself to appear before a foe, whereas a Knight could learn to shield themselves against the normally unblockable."
,,400,Noble House ,Honkai Impact 3rd,Modus,"You are a descendant of one of the Three Noble Houses of Schicksal: House Apocalypse, House Schariac, or House Kaslana. Each House has its own benefits, besides the absolute immunity to Honkai that you have, and the connections that your family has. These benefits vary from house to house.

★ Apocalypse: You have an immense business acumen, and a high affinity with technology and science. This allows you to maximize your talents with technology and science by also allowing you to have enough capability in finance to easily fund any projects you may want to fund without incurring any losses.
★ Kaslana: You have a highly superhuman body, being capable of near-effortlessly denting steel, and can outrun fast-moving cars. You also have the innate ability to reinforce any armaments you may have, strengthening your weapons in proportion to your own strength, so that you never really break them.
★ Schariac: You have an immense affinity for generating and manipulating Honkai energy. You can effortlessly produce and control about 10 Honkai Reactors worth of Honkai energy, and can train this up to ludicrous amounts extremely easily. Your control over this energy is virtually perfect, and you can also convert it into any type of energy, and vice versa, being able to absorb other energies to manipulate extra amounts of energy beyond what you can generate.

Requires Stigmata to Purchase"
,,400,Book Learning,Library of Ruina V1.0,Modus,"Those books you like to collect now have a lot more purpose than just information. Now you can ""wield"" a book, temporarily granting perfect photographic knowledge of the contents within, and by using your imagination you can materialise the tools it describes. For example, a book about the standards of woodwork will temporarily grant the user hammers and saws when needed, and the user will have perfect application of the methods. The tools disappear once they leave the user's hand and once the book is unequipped, the unpracticed knowledge goes with it. Guns are capable of firing projectiles, but ammunition doesn't resupply until the owner sits down and goes through the motions of reloading."
,,400,Focused Strength,Final Fantasy VI,Modus,"Adrenaline and training together under a focused mind can produce incredible results. They can allow a frail old man to punch through a massive log or allow individuals to push aside their normal limits when the need arises. You’ve mastered a controlled version of this technique and can kick your body into overdrive for short periods of time. This works best when you have a single goal on your mind to focus on, like protecting someone from the danger of a crumbling house by holding it up on your own for a few minutes, but can be used less effectively in other situations. Your muscles will pay the price for such exertions later. Still, it seems a small price to pay for the ability to suplex a train."
,,400,A Being Split In Two,Final Fantasy VI,Modus,"Espers are endowed with a lot of magical power. More than even the most trained of Magi are capable of controlling. Stuffing even half of it into a Human body and then giving them no idea what is happening to them can be stressful, to say the least. Some feel as if they are tearing completely apart. But you’ve learned how to handle disparate energies coursing through your body. This extends beyond your natural Esper abilities and can help you control such influences gained from other worlds. With time, training, and experimentation, you will be able to forge links between the different magical pools you have, allowing you to draw on them to fuel each other. Like a cascading cavern pool, each flowing into the next."
,,400,Curses Great and Small,God Of War (2018),Modus,"Odin is rather infamous for his curses, from his trapping Mimir in his tree to his curses against the Valkyries and Freya all of them have been terrible in some way. With this perk you have a talent for casting and creating curses that have a tendency to stick until death and sometimes beyond that as well. However there are factors that determine how strong the curse is and how long it will last. The strength of the curse, the strength of your target, and your personal strength. If you wanted to curse a mortal with bad luck while being as strong as a mortal yourself then it would last for a few weeks if you wanted it to. But if you wanted to curse a mortal with bad luck while being a god as strong as Odin, then the curse could last for as long as you desire even if they were brought back from the dead. However if you wanted to imitate Odin and curse someone like Freya to never be able to kill another living being, even in self defense, then you would not only have to be as strong as Odin is, minimum, but you would also have to weaken your target first (like how Freya lost her Valkyrie wings) and would likely need some regents to strengthen your curse."
,,400,Consequences to Killing a God!,God Of War (2018),Modus,"Well there normally are, but not as much in your case. Back in ancient Greece almost every time Kratos killed a god some kind of disaster struck the land. This won’t happen for you, much like Heimdell’s or Odin’s death when you kill a god there will not be any greater repercussions on the world, though you may still make enemies by doing so. Even killing a being who represents a concept won’t have any large consequences, though if a prophecy or something similar dictates that their death will herald the end this perk doesn’t stop that. This perk is toggleable if you want there to be consequences"
,,400,The Witch of the Woods,God Of War (2018),Modus,"In terms of magical ability you have become a rival to Freya, Odin’s ex-wife and former Queen of the Valkyrie’s. You now have the ability to create potions that can bring life back to a severed head, while also having the skill to simultaneously place a curse on the head to never speak a certain truth all within the presence of an experienced god. You can create traps with natural magic that are strong enough to temporarily bind greater gods and can revive the corpses of beings while allowing them to retain their full power."
,,400,Evil Dragon,DxD Universe,Modus,"You are not just a normal dragon anymore, now you are an ""Evil"" dragon, which means that any curse you use gets boosted to ridiculous levels, your mana also gets easier to control, even easier than devils, now maybe you could actually match Vritra in the techniques department."
,,400,The Natural Gifts,DxD Universe,Modus,"Senjutsu, Youjutsu and Touki, you now are a master of all three, you can do things such as illusions, boosting your physical strength, barriers... The list is pretty long, this of course also gives you the ability to actually use Senjutsu, Youjutsu and Touki if your race didn't possess the ability."
,,400,72 Pillars,DxD Universe,Modus,"Aren't you lucky, somebody from your family has passed down this to you, a power from one of the 72 Pillars, there are many, from controlling horses to manipulating times, it's your choice. This can be bought multiple times, but can only be discounted once.

May be Purchased Multiple Times"
,,400,I'm Sorry Everyone,DxD Universe,Modus,"Hey you may be the only survivor of whatever fucked up project made you, but at least you didn't come out empty handed, because you can now fuse energies that really should not be fused, an example being fusing holy and demonic energy and creating something completely new."
,,400,Being Lazy Is Fine,DxD Universe,Modus,"A big important fight is coming and you're not prepared? Well worry no more, because now you always seem to get extra time for training, this time is just enough that if you give your all during it you will actually have a chance in the coming fight, this doesn't need to be for fighting only either, be sure to use this if you think you're going to fails in a school exam or something. This does have a limit however, don't think you can use this to go from low-class to high-class for example."
,,400,Holy Orders ,Witch on the Holy Night,Modus,"There is more than one faction at play for the future of both mankind and the planet. While the Mages’ Association hoards Mystery like a dragon rotting upon it’s hoard, there is a hidden side to the Roman Catholic Church which seeks the destruction of all things deemed heretical-and remains embroiled in an uneasy truce with the Mages’ Association as something like a mediator for the spats between individual mages. Not only armed with powerful artifacts and assistance from strange bedfellow, but the church’s teachings and holy words allow their priests to use Sacraments: Magecraft in all but name with a particular focus on exorcising spirits, purging unnatural influences, soothing and perceiving emotional states, and reinforcing the body-among other methods, many of which can counter even the formidable magecraft employed by the heads of magus families.

Whether or not you are officially registered as an Executor of the church, through either a hellish regimen of combat training believed impossible by the general public or some unnatural quirk of your biology as well as the gift of Sacraments you have become a potent weapon for the glory of God and mankind against the depredations of the supernatural. Your peer, Eiri Fumizuka, possess such divine skill with the sword he once destroyed the body of the Fifth True Magic’s former wielder with a single slash-and in the present, the lone witness to that feat is still unsure who would win in a fight to the death. Similar to him, your priestly training also have a piercing insight into the nuances of human nature and how to cut to the heart of most emotional turmoil. Perhaps it would be worth catching up with him while he’s in town. Or perhaps not, given his sharp tongue. But other possibilities such as similar skill in a barehanded martial art that surpasses modern understanding, augmentation by Sacrament-enhanced cybernetics or even a bloodline of unnatural origin used in service of God also exist, so long as they are all roughly in the same ballpark."
,,400,Reenactment of Mystery(Mysterious Witch),Witch on the Holy Night,Modus,"Let us speak now, of magecraft.

Simply put, if an end result is achievable through scientific means, then magecraft is a process which creates that outcome using supernatural means. Fundamentally it is the reenactment of preexisting phenomena through the circulation of life energy and magical energy through the magus’ body, their implements or their familiars. In order to attune to the Mysteries attuned to the Akashic Records and reproduce their phenomena, mages use Thaumaturgical Foundations-systems straddling the line between scholarship and religion to derive theories (e.g. “Alchemy is how the world works, therefore I can instantly exchange something for something else using the spell Flash Air. A spoon for a fork, for example) shaped by mankind as a whole’s collective understanding of reality, however accurate it is.

Thus, magecraft is fundamentally at a disadvantage to entities or phenomena with higher Mystery due to being an imperfect replica of similar concepts, and diminishes in power when a significant part of the human population becomes aware of it due to greater human awareness “diluting” the same source of Mystery. More information about Magecraft can be found in the notes.

Barring truly overwhelming fonts of magical energy or preparation, battles between mages tend to be decided by mystical compatibility and strategic conservation of resources rather than superior firepower though as with all things in this world, there are always exceptions. Brute force can be a form of compatibility on its own.

Somehow, you too have the ability to practice magecraft. This purchase determines how good you are at in terms of knowledge and practical implementation. You may select any form of magecraft still in existence in the current era of the setting, from the Japanese Shugendō which combines Buddhism and mountain worship into unique techniques themed around transforming into a tengu by arriving at Hell, to Alchemy which studies control over the flow of bodies, life and matter. Either the Clock Tower’s western foundation which seeks to transform base matter into gold (and to extend the metaphor, a human being into an entity comparable to God) or that of the Alchemists of Atlas. Who, based on Egyptian metallurgy, prefer to focus on the pure conversion of phenomena as well as the prediction-and in some cases, actualisation-of the future. And a particularly unique case greatly decreasing the usual limitations of magic circuits by focusing their grandest efforts on the creation of uniquely powerful items or entities.

There are those with talent. And there are those with hard work. And then, there are beings of inhuman mentality such as you forged through regimens that the ignorant would call inhumane and magi would call nothing short of wondrous. From the moment you were born, your life was planned for you to become a magus. From the time you’ve been able to read you’ve had your nose in a book of magecraft, and every aspect of your life has revolved around its history and practice. At the age of 16, you stand at the pinnacle of your craft as one trained to inherit a legacy spanning generations, both rich in troves of magecraft lore and capable of disassembling even the luminaries of the Clock Tower in magecraft battles based on magecraft alone. Conjuring entities that upend the laws of reality along a certain theme such as “fairytales” to reshape entire buildings to your desires, bringing down destruction capable of levelling a town or magically sealing someone inside a tiny bottle are examples of what you are capable of. All that’s left is experimentation. An idle amusement for one who already knows every meaningful discovery found by prior generations."
,,400,The Expectation for the Meaning of Existence,Library of Ruina,Modus,"A few notable members of the Library used to be much grander, a certain Color Fixer, an Arbiter who now only wields echoes of her power, and a man who has lost everything. Eventually, each in turn was able to reclaim a fuller measure of their power, and even progress onwards despite their bodies being mere imitations of the light. If you were to find yourself in a similar situation, wounded, broken, out of practice and out of power, you’d still eventually find your way back to the peak you once sat upon. Even if the power was not your own, and you’ve truly lost the right to wield it, you could eventually forge the Light into a reasonable facsimile of it, though a notably lesser one."
,,400,Age is Power,Final Fantasy IV,Modus,"These kids run around thinking that you’re somehow not able to keep up with them? Shows what they know. Your physical and mental prime doesn’t diminish as you get older, in fact, it seems that the older you get, the more acute your senses and abilities become. So what if you’ve practically raised your allies and are over twice their age? If they think that’ll slow you down, you’ll show those whippersnappers just what they have to look forward to."
,,400,Funeral In The Mirror ,HighSchool DxD,Modus,"Oh, the protagonists of this world. The blessed ones. Always getting helped by others, finding random masters to grant them new skills, or even pulling new powers outta nowhere. So tiring. So unjust. Let us balance the scales, shall we? Once every ten years, you can ‘lock-on’ a target of your choosing, the only restriction is that they must be a ‘hero’, ‘protagonist’ or something close enough to those. Now, everytime those blasted beings gain a new power, you will also gain access to something similar. It might not be the exact same, nor synergise perfectly with all your other powers like a protagonist would. But it will be in the same tier. Every time they win a new power up, you will also gain one, ensuring that you’re never left in the dust. Now, the ball is in your court, may the most skilled and smart win the fight."
,,400,Roar From Inside,HighSchool DxD,Modus,"The flow of magic and inner power flows inside oneself like a river, because of that, many train to increase the pressure, while others just try to learn how to use what they have with the utmost efficiency. You as well, have learned a way to take advantage of this knowledge by gathering and compressing your inner powers to archive an attack or transformation. In your newly unlocked state you become several times stronger and able to access new abilities based on your lineage and abilities, much like Akeno’s Fallen Angel mode, or Koneko’s Shirone transformation. Of course, you can use this for a simple attack or technique that hit several times stronger than your usual hits."
,,400,Last Convergence Point,HighSchool DxD,Modus,"There are many weapons, skills, abilities, bloodlines, sacred gears, and more in this world, and yet – you can rarely find those powers truly working together, merging into new strengths. Sure, you might find someone using different powers in tandem, perhaps even at the same time. But to truly have them become one, an even greater power that goes beyond common sense? That’s rarer. It’s the kind of ability that would allow Issei and Vali to achieve several different and greater heights by combining their Balance Breaker with their other advantages. Unlike them, you aren’t being handheld by your Sacred Gear, but rather have the natural ability to combine several of your different advantages into a singular power that are several times exponentially increased in power. Matching them at will. Combining what would normally be separate sources of power, such as the power of an Evil Piece, a Sacred Gear, and a temporary spell could create a level of effect many times more effective that simply using them at the same time, perhaps even creating a whole new branch that you can work with. Synchronizing and forcefully harmonizing abilities that are opposite to each other is also possible if a bit draining until you get accustomed to it."
,,400,Usurpation of Divinity,God of War,Modus,"There are consequences to killing a god, true, but also invaluable opportunities. Should you manage to kill a god, or a similar divine being, you are capable of taking their power for yourself, making one of their Domains yours. This will grant you a whole host of new abilities, or strengthen your already existing ones. Additionally, there will be no negative side-effects from your murder of the divine, at least as far as the functioning of the natural world is concerned."
,,400,Memory Repository,Lobotomy Corporation,Modus,"A memory repository imprint is left in your subconscious at the start of the jump, and a temporary one made every sixth day. Any E.G.O developed or information gathered will be retained. The time that is lost is still calculated as part of your ten year stay. Anyone you wish may keep their memory intact.

Requires Retry to Purchase"
,,400,Above All Alignment ,Final Fantasy II,Modus,"You’re perfectly capable of altering what you would call your alignment, and how things are picked up by others. This allows you to, should you attempt to enter the afterlife, choose which direction you’d like to go, no matter how horrible of a person you might be. In addition, items that are restricted to alignment hold no such issue for you. You are above such mortal perceptions of such a thing."
,,400,Counterfeiter ,Fate/Strange Fake,Modus,"In this world of fading mystery, it is the norm that rituals go forgotten and pieces of magecraft get lost. This is truly inconvenient when there are so many amazing things in this world that could be used for a few laughs. How fortunate is the world to have a genius of your caliber working on bringing back some of these.

When you observe any mystical effect, ritual or construction, you become able to create a partial reproduction of it. It may take more effort than the original took to build, and it certainly won’t be perfect if you lack the original materials and circumstances of its construction, but you can make it be ‘close enough’ for most effects. Depending on the effect you are after, it may still take a lot of time and resources, but something like observing the Fuyuki Holy Grail War once and then reproducing it several decades later is certainly possible to you, even if you never have the opportunity to fully study the Greater Holy Grail."
,,400,Share the Burden,Fate/Strange Fake,Modus,"Whether due to your own genius, or just by learning the technique from a great teacher, you have learned of a method similar to the one developed by Kayneth El-Melloi Archibald during the Fourth Holy Grail War. That is, you can share the Master rights with other magi, not only at least partly freeing you from the burden of your Servant, but, also allowing them to increase in power as they can draw more mana. With this method, you can choose whether or not to also share one or all the Command Seals within your peers. Doing that would normally decrease the potency of the Command Seal, but in exchange, you may spread the number of uses of this potent trump card your team may invoke. However, sharing too much may put you in danger, as any kind of betrayal to this pact may return you potentially deadly feedback.

In future jumps, with enough study and effort, you may be able to share similar conditions like the Master rights with other people."
,,400,Greater Spirit        ,20 Minutes Till Dawn,Modus,"Sufficiently ancient spirits sometimes have authority over one aspect of nature or another. Somehow you have been granted authority over a season. This grants you a number of abilities thematically related to the season; it is with practice that you will find the extent of this ability.

If you have the Nature's Blessing perk, you possess this authority through your bonded spirit, and will find these abilities much easier to use while you are in the form of the spirit as the spirit has had time to master the abilities and guide their use.

If you have the Spirit Mate perk, that spirit will have authority over the opposite season you do. (i.e. Spring and Fall, or Summer and Winter)"
,,400,Heart of Dragon,Final Fantasy I,Modus,"Discipline your thoughts! Fear and doubt are merely poisons of the mind, ones you’ve gained a considerable immunity towards. After a moment’s concentration, you may enter a stoic state of ‘emptiness’, letting you focus on a singular task after calming all emotion, greatly increasing your competence at said task. This also has the benefit of letting you completely shut out illusions or attempts to control your mind, making you impossible to sway until you see fit to leave this state of mind."
,,400,Third Party Open Source,Out of Context: Gamer System Supplement,Modus,"You are able to alter and customize the internal mechanisms of your system to a degree in line with using the settings menu and in each jump your system will integrate components from that Jump setting.

Boosted: Open Quests

You are able to submit a reward amount in order to set up Quests both for you and for anyone
else temporarily allowing them access to the Quest Log aspect of the system which will aid them until they have completed the task at which point they will lose access to the quest log and receive the reward.

Boosted: Open Shop

Every day your shop is updated nothing will be removed from its previous purchasable list
unless you specifically remove it or purchase it. Each day's update has a chance to include anything from any jump you have ever visited or the materials required to replicate it.

Open Quests Boost Requires Quest Log to Activate

Open Shop Boost Requires Shop Menu to Activate"
,,400,Elemental Magic,Out of Context: Disney Princess Supplement,Modus,"You now have an innate connection to one of the following elements: Fire, Lava, Earth, Plants, Water, Ice, Wind or Electricity. This choice allows you to innately control the magic of that element. This Perk can be taken multiple times gaining an additional elemental magic with each purchase after the first.

May be Purchased Multiple Times"
,,400,Aptitude for Slaughter,Fate/Legends - Baba Yaga,Modus,"How many times have humans died by their fellow men using guns and weapons of destruction? Or caused the deaths of countless animals with their machines of fire and steel? But there has to be someone who excels at causing death. That someone is now you.

Your aptitude for killing humans allows you to expertly use any manmade weapon or gun of your era. Not only that but your weapons become several times more powerful when used by you, multiple times so when used against humans. It is overdue for them isn’t it?

Alternatively you may instead gain the same kind of aptitude but for animals instead, allowing you to manipulate and exert control over haired beasts, giving you much more power in efforts of taming or dominating animals. If you buy this Perk a second time (still Discounted for Spirits) you may gain both effects.

May be Purchased Multiple Times"
,,400,Thy Soul To Take ,Godbound,Modus,"Through sheer divine power, you are able to function as a sort of rogue psychopomp. You can sense the cycle of life and death intuitively, down to individual lives, and by pulling on them like threads whisk souls from their rightful destination to one of your choice. It would take power equal to the least of angels to do so effectively to a human population, as it is one of their chief goals to prevent humanity from ever rising from death. Such a grasp of the natural order also makes it easy for you to tilt those on the brink one way or the other, whether by sundering hordes of undead through giving them true eternal rest or preventing a loyal minion from passing on by shoving his soul back into his body long enough to repair it. With great experience and power you may ripen vast fields of crops in an instant, quell greater undead into an eternal slumber and engage in more esoteric transmutations. Someday by your power alone, you may bless others with the cleansing and transcendence that Hell no longer provides."
